"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","Bisbaumannia_pacifica_CARE-V15","Bisbaumannia_pacifica_M31","Bisbaumannia_pacifica_NBRC_102220","Halomonas_salifodinae_A2","Halomonas_salifodinae_IM328","Halomonas_salifodinae_JCM_14803"
"group_8728","ephD","putative oxidoreductase EphD","1","1","1","1","7987","32","42","","899","899","899","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3498"
"cbs","","Putative cystathionine beta-synthase","1","1","1","1","7988","32","43","","1370","1370","1370","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3499"
"metC","","Cystathionine beta-lyase","1","1","1","1","7989","32","44","","1187","1187","1187","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3500"
"nhaP","","K(+)/H(+) antiporter NhaP","1","1","1","1","7990","32","3","","1292","1292","1292","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3501"
"group_8732","","hypothetical protein","1","1","1","1","7991","32","2","","221","221","221","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3502"
"group_8733","","hypothetical protein","1","1","1","1","7992","32","1","","449","449","449","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3503"
"group_8734","","hypothetical protein","1","1","1","1","8018","1082","24","","1208","1208","1208","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3505"
"group_8735","","hypothetical protein","1","1","1","1","8019","1082","23","","422","422","422","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3506"
"ybiI","","putative protein YbiI","1","1","1","1","8020","1082","22","","266","266","266","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3507"
"group_8737","","hypothetical protein","1","1","1","1","8021","1082","21","","131","131","131","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3508"
"gabD_4","","Succinate-semialdehyde dehydrogenase [NADP(+)]","1","1","1","1","8022","1082","20","","1364","1364","1364","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3509"
"group_8739","ycgJ","putative methyltransferase YcgJ","1","1","1","1","8023","1082","19","","629","629","629","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3510"
"group_8740","","hypothetical protein","1","1","1","1","8024","1082","18","","782","782","782","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3511"
"group_8741","","hypothetical protein","1","1","1","1","8025","1082","17","","392","392","392","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3512"
"group_8742","","hypothetical protein","1","1","1","1","8026","1082","16","","836","836","836","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3513"
"group_8743","","hypothetical protein","1","1","1","1","8027","1082","15","","197","197","197","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3514"
"group_8744","","hypothetical protein","1","1","1","1","8028","1082","14","","1772","1772","1772","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3515"
"group_8745","","hypothetical protein","1","1","1","1","8029","1082","13","","2627","2627","2627","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3516"
"group_8746","","hypothetical protein","1","1","1","1","8030","1082","12","","1271","1271","1271","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3517"
"group_8747","","hypothetical protein","1","1","1","1","8031","1082","11","","3053","3053","3053","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3518"
"group_8748","","hypothetical protein","1","1","1","1","8032","1082","10","","1094","1094","1094","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3519"
"group_8749","","hypothetical protein","1","1","1","1","8033","1082","9","","449","449","449","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3520"
"group_8750","","hypothetical protein","1","1","1","1","8034","1082","8","","230","230","230","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3521"
"group_8751","","hypothetical protein","1","1","1","1","8035","1082","7","","1415","1415","1415","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3522"
"group_8752","","hypothetical protein","1","1","1","1","8036","1082","6","","644","644","644","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3523"
"group_8753","","hypothetical protein","1","1","1","1","8037","1082","5","","965","965","965","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3524"
"group_8754","cirA_2","Colicin I receptor","1","1","1","1","8038","1082","4","","1976","1976","1976","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3525"
"group_8755","yfiY_2","putative siderophore-binding lipoprotein YfiY","1","1","1","1","8039","1082","3","","956","956","956","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3526"
"group_8756","fepD","Ferric enterobactin transport system permease protein FepD","1","1","1","1","8040","1082","2","","1022","1022","1022","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3527"
"yfhA_3","","putative siderophore transport system permease protein YfhA","1","1","1","1","8041","1082","1","","1106","1106","1106","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3528"
"group_8758","","hypothetical protein","1","1","1","1","8047","9","32","","1409","1409","1409","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3530"
"group_8759","ycbX","putative protein YcbX","1","1","1","1","8048","9","33","","842","842","842","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3531"
"rhtB_6","","Homoserine/homoserine lactone efflux protein","1","1","1","1","8049","9","34","","632","632","632","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3532"
"group_8761","","hypothetical protein","1","1","1","1","8053","9","36","","713","713","713","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3534"
"group_8762","","hypothetical protein","1","1","1","1","8054","9","37","","1700","1700","1700","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3535"
"group_8763","","hypothetical protein","1","1","1","1","8055","9","38","","776","776","776","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3536"
"group_8764","","putative polyglutamine synthesis accessory protein","1","1","1","1","8056","9","39","","1130","1130","1130","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3537"
"yhhW","","Quercetin 2,3-dioxygenase","1","1","1","1","8057","9","40","","689","689","689","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3538"
"group_8766","","hypothetical protein","1","1","1","1","8058","9","41","","761","761","761","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3539"
"group_8767","","hypothetical protein","1","1","1","1","8059","9","42","","914","914","914","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3540"
"group_8768","","hypothetical protein","1","1","1","1","8060","9","43","","368","368","368","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3541"
"pks5","","Mycocerosic acid synthase-like polyketide synthase","1","1","1","1","8061","9","44","","959","959","959","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3542"
"group_8770","fusA_2","Elongation factor G","1","1","1","1","8062","9","45","","2048","2048","2048","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3543"
"group_8771","","hypothetical protein","1","1","1","1","8063","9","46","","1790","1790","1790","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3544"
"group_8772","","hypothetical protein","1","1","1","1","8064","9","47","","932","932","932","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3545"
"group_8773","","hypothetical protein","1","1","1","1","8065","9","48","","1580","1580","1580","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3546"
"group_8774","","hypothetical protein","1","1","1","1","8066","9","49","","1484","1484","1484","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3547"
"group_8775","","hypothetical protein","1","1","1","1","8067","9","50","","3497","3497","3497","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3548"
"group_8776","","hypothetical protein","1","1","1","1","8068","9","51","","1133","1133","1133","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3549"
"group_8777","","hypothetical protein","1","1","1","1","8069","9","52","","1346","1346","1346","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3550"
"group_8778","","hypothetical protein","1","1","1","1","8070","9","53","","503","503","503","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3551"
"group_8779","","hypothetical protein","1","1","1","1","8071","9","54","","1547","1547","1547","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3552"
"group_8780","","hypothetical protein","1","1","1","1","8072","9","55","","263","263","263","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3553"
"group_8781","clpV1_2","Protein ClpV1","1","1","1","1","8073","9","56","","2789","2789","2789","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3554"
"group_8782","","hypothetical protein","1","1","1","1","8074","9","57","","1040","1040","1040","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3555"
"group_8783","","hypothetical protein","1","1","1","1","8075","9","58","","1865","1865","1865","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3556"
"group_8784","","hypothetical protein","1","1","1","1","8076","9","59","","749","749","749","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3557"
"hcp1","","Protein hcp1","1","1","1","1","8077","9","60","","485","485","485","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3558"
"group_8786","","hypothetical protein","1","1","1","1","8078","9","61","","1499","1499","1499","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3559"
"group_8787","","hypothetical protein","1","1","1","1","8079","9","62","","518","518","518","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3560"
"group_8788","","hypothetical protein","1","1","1","1","8080","9","63","","1040","1040","1040","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3561"
"group_8789","","hypothetical protein","1","1","1","1","8081","9","64","","1277","1277","1277","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3562"
"group_8790","","hypothetical protein","1","1","1","1","8082","9","65","","884","884","884","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3563"
"group_8791","","hypothetical protein","1","1","1","1","8083","9","66","","1121","1121","1121","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3564"
"group_8792","","hypothetical protein","1","1","1","1","8084","9","67","","1043","1043","1043","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3565"
"group_8793","","hypothetical protein","1","1","1","1","8085","9","79","","1112","1112","1112","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3566"
"group_8794","","hypothetical protein","1","1","1","1","8086","9","78","","485","485","485","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3567"
"group_8795","","hypothetical protein","1","1","1","1","8087","9","77","","2138","2138","2138","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3568"
"group_8796","","hypothetical protein","1","1","1","1","8088","9","76","","1466","1466","1466","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3569"
"group_8797","","hypothetical protein","1","1","1","1","8089","9","75","","887","887","887","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3570"
"group_8798","","hypothetical protein","1","1","1","1","8090","9","74","","494","494","494","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3571"
"group_8799","crt_4","Short-chain-enoyl-CoA hydratase","1","1","1","1","8091","9","73","","773","773","773","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3572"
"group_8800","","hypothetical protein","1","1","1","1","8092","9","72","","1415","1415","1415","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3573"
"group_8801","","hypothetical protein","1","1","1","1","8093","9","71","","701","701","701","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3574"
"group_8802","","Virulence protein","1","1","1","1","8094","9","70","","380","380","380","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3575"
"group_8803","","hypothetical protein","1","1","1","1","8095","9","69","","374","374","374","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3576"
"group_8804","lpxL_1","Lipid A biosynthesis lauroyltransferase","1","1","1","1","8096","9","68","","920","920","920","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3577"
"ycjM","","Glucosylglycerate phosphorylase","1","1","1","1","8099","53","15","","1799","1799","1799","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3580"
"gpgS","","Glucosyl-3-phosphoglycerate synthase","1","1","1","1","8100","53","16","","1220","1220","1220","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3581"
"yedP","","Mannosyl-3-phosphoglycerate phosphatase","1","1","1","1","8101","53","17","","899","899","899","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3582"
"group_8808","","hypothetical protein","1","1","1","1","8102","53","18","","530","530","530","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3583"
"group_8809","","hypothetical protein","1","1","1","1","8103","53","19","","1121","1121","1121","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3584"
"group_8810","olsG","Ornithine lipid N-methyltransferase","1","1","1","1","8105","53","4","","602","602","602","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3586"
"group_8811","gfa","Glutathione-dependent formaldehyde-activating enzyme","1","1","1","1","8106","53","3","","578","578","578","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3587"
"group_8812","purR","HTH-type transcriptional repressor PurR","1","1","1","1","8107","53","2","","1007","1007","1007","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3588"
"group_8813","rbsK_2","Ribokinase","1","1","1","1","8108","53","1","","947","947","947","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3589"
"tal_2","","Transaldolase","1","1","1","1","8111","255","2","","1067","1067","1067","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3591"
"ushA","","Protein UshA","1","1","1","1","8126","604","4","","1622","1622","1622","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3594"
"group_8816","","hypothetical protein","1","1","1","1","8127","604","5","","416","416","416","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3595"
"group_8817","","hypothetical protein","1","1","1","1","8128","604","6","","1415","1415","1415","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3596"
"group_8818","","hypothetical protein","1","1","1","1","8129","604","7","","890","890","890","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3597"
"group_8819","","hypothetical protein","1","1","1","1","8130","604","8","","416","416","416","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3598"
"group_8820","galR","HTH-type transcriptional regulator GalR","1","1","1","1","8131","604","9","","983","983","983","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3599"
"group_8821","","hypothetical protein","1","1","1","1","8132","604","10","","1049","1049","1049","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3600"
"group_8822","","hypothetical protein","1","1","1","1","8141","604","12","","2330","2330","2330","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3602"
"group_8823","","hypothetical protein","1","1","1","1","8142","604","11","","1004","1004","1004","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3603"
"group_8824","","hypothetical protein","1","1","1","1","8144","1105","4","","548","548","548","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3605"
"group_8825","","putative oxidoreductase/MSMEI_2347","1","1","1","1","8145","1105","5","","884","884","884","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3606"
"group_8826","nfi","Endonuclease V","1","1","1","1","8146","1105","3","","689","689","689","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3607"
"group_8827","","hypothetical protein","1","1","1","1","8147","1105","2","","416","416","416","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3608"
"group_8828","sbcD","Nuclease SbcCD subunit D","1","1","1","1","8148","1105","1","","1250","1250","1250","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3609"
"group_8829","","hypothetical protein","1","1","1","1","7030","228","3","","161","161","161","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3612"
"group_8830","","hypothetical protein","1","1","1","1","8166","716","2","","707","707","707","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3616"
"group_8831","yqjG","Glutathionyl-hydroquinone reductase YqjG","1","1","1","1","8176","94","14","","1004","1004","1004","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3620"
"group_8832","yhaJ","HTH-type transcriptional regulator YhaJ","1","1","1","1","8177","94","3","","899","899","899","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3621"
"group_8833","","hypothetical protein","1","1","1","1","8178","94","2","","851","851","851","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3622"
"group_8834","","hypothetical protein","1","1","1","1","8179","94","1","","1592","1592","1592","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3623"
"group_8835","","hypothetical protein","1","1","1","1","8184","1318","1","","872","872","872","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3626"
"group_8836","chrR","Quinone reductase","1","1","1","1","8193","78","16","","614","614","614","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3629"
"group_8837","","hypothetical protein","1","1","1","1","8194","78","15","","581","581","581","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3630"
"group_8838","","putative oxidoreductase","1","1","1","1","8195","78","14","","2405","2405","2405","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3631"
"group_8839","fdhD_2","Sulfur carrier protein FdhD","1","1","1","1","8196","78","13","","860","860","860","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3632"
"group_8840","","hypothetical protein","1","1","1","1","8200","1113","5","","254","254","254","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3635"
"group_8841","","hypothetical protein","1","1","1","1","8201","1113","4","","419","419","419","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3636"
"zraS","","Sensor protein ZraS","1","1","1","1","8202","1113","3","","848","848","848","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3637"
"group_8843","","Cyclic di-GMP phosphodiesterase","1","1","1","1","8203","1113","2","","1337","1337","1337","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3638"
"group_8844","","hypothetical protein","1","1","1","1","8204","1113","1","","4592","4592","4592","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3639"
"group_8845","","Acetyltransferase","1","1","1","1","8206","1315","1","","584","584","584","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3641"
"group_8846","","hypothetical protein","1","1","1","1","8219","1208","1","","914","914","914","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3643"
"group_8847","nasA","Nitrate reductase","1","1","1","1","8220","1208","2","","2738","2738","2738","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3644"
"group_8848","","hypothetical protein","1","1","1","1","8240","1091","1","","1112","1112","1112","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3646"
"group_8849","nasB","Assimilatory nitrate reductase electron transfer subunit","1","1","1","1","8241","1091","2","","1283","1283","1283","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3647"
"etfA_1","","Electron transfer flavoprotein subunit alpha","1","1","1","1","1694","18","41","","926","926","926","","ac2c10d1bfd924169bd1a7f9d07d0dbc_102","","","",""
"group_8850","nasD","Nitrite reductase [NAD(P)H]","1","1","1","1","8242","1091","3","","2543","2543","2543","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3648"
"group_8851","nirD","Nitrite reductase (NADH) small subunit","1","1","1","1","8243","1091","4","","425","425","425","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3649"
"yohK_2","","Inner membrane protein YohK","1","1","1","1","8244","1091","5","","710","710","710","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3650"
"group_8853","","hypothetical protein","1","1","1","1","8245","1091","8","","377","377","377","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3651"
"group_8854","","hypothetical protein","1","1","1","1","8246","1091","7","","1178","1178","1178","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3652"
"group_8855","norG","HTH-type transcriptional regulator NorG","1","1","1","1","8247","1091","6","","1394","1394","1394","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3653"
"group_8856","lpxL_2","Lipid A biosynthesis lauroyltransferase","1","1","1","1","8250","1269","1","","914","914","914","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3656"
"group_8857","","hypothetical protein","1","1","1","1","8254","680","2","","1133","1133","1133","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3659"
"group_8858","truD","tRNA pseudouridine synthase D","1","1","1","1","8261","1221","1","","1049","1049","1049","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3663"
"group_8859","ispD","2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase","1","1","1","1","8271","1115","4","","722","722","722","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3665"
"group_8860","","hypothetical protein","1","1","1","1","8272","1115","3","","338","338","338","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3666"
"group_8861","","hypothetical protein","1","1","1","1","8273","1115","2","","1157","1157","1157","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3667"
"group_8862","","hypothetical protein","1","1","1","1","8274","1115","1","","320","320","320","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3668"
"group_8863","","hypothetical protein","1","1","1","1","8279","1182","2","","896","896","896","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3672"
"group_8864","ydhF","Oxidoreductase YdhF","1","1","1","1","8280","1182","1","","869","869","869","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3673"
"group_8865","","hypothetical protein","1","1","1","1","8283","611","7","","1154","1154","1154","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3676"
"group_8866","sacC","Levanase","1","1","1","1","8284","611","8","","1493","1493","1493","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3677"
"malK_4","","Maltose/maltodextrin import ATP-binding protein MalK","1","1","1","1","8285","611","9","","1139","1139","1139","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3678"
"group_8868","araQ","L-arabinose transport system permease protein AraQ","1","1","1","1","8286","611","10","","878","878","878","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3679"
"group_8869","","hypothetical protein","1","1","1","1","8287","611","11","","1148","1148","1148","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3680"
"group_887","etfA_1","Electron transfer flavoprotein subunit alpha","1","1","1","1","3990","61","8","","926","926","926","","","","A2_02336","",""
"group_8870","","hypothetical protein","1","1","1","1","8288","611","12","","1298","1298","1298","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3681"
"group_8871","","hypothetical protein","1","1","1","1","8289","611","13","","596","596","596","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3682"
"group_8872","","hypothetical protein","1","1","1","1","8290","611","14","","509","509","509","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3683"
"ccpA","","Catabolite control protein A","1","1","1","1","8291","611","5","","1073","1073","1073","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3684"
"group_8874","","Nitrilase","1","1","1","1","8292","611","4","","941","941","941","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3685"
"group_8875","mtrA","HTH-type transcriptional regulator MtrA","1","1","1","1","8293","611","3","","986","986","986","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3686"
"group_8876","","hypothetical protein","1","1","1","1","8294","611","2","","1079","1079","1079","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3687"
"group_8877","","hypothetical protein","1","1","1","1","8295","611","1","","626","626","626","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3688"
"group_8878","","hypothetical protein","1","1","1","1","6967","","","","602","602","602","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3693"
"group_8879","","hypothetical protein","1","1","1","1","2993","1188","1","","3185","3185","3185","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3694"
"group_8880","","hypothetical protein","1","1","1","1","2994","1188","2","","347","347","347","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3695"
"yjaB","","Peptidyl-lysine N-acetyltransferase YjaB","1","1","1","1","2975","1174","2","","440","440","440","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3698"
"group_8882","","hypothetical protein","1","1","1","1","2976","1174","1","","914","914","914","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3699"
"group_8883","","hypothetical protein","1","1","1","1","2974","60","16","","533","533","533","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3701"
"group_8884","","hypothetical protein","1","1","1","1","2972","60","20","","641","641","641","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3703"
"dpgD","","Enoyl-CoA-hydratase","1","1","1","1","2969","1341","1","","818","818","818","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3706"
"group_8886","tupA","Tungstate-binding protein TupA","1","1","1","1","2001","11","26","","812","812","812","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3717"
"group_8887","tupC","Tungstate uptake system ATP-binding protein TupC","1","1","1","1","2002","11","25","","740","740","740","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3718"
"group_8888","","hypothetical protein","1","1","1","1","2004","11","23","","887","887","887","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3720"
"group_8889","","6-hydroxy-D-nicotine oxidase","1","1","1","1","2005","11","22","","1421","1421","1421","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3721"
"group_8890","","hypothetical protein","1","1","1","1","2007","11","20","","872","872","872","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3723"
"group_8891","","hypothetical protein","1","1","1","1","2008","11","19","","1166","1166","1166","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3724"
"group_8892","","hypothetical protein","1","1","1","1","2009","11","18","","218","218","218","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3725"
"group_8893","","hypothetical protein","1","1","1","1","2010","11","17","","566","566","566","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3726"
"ydjP","","AB hydrolase superfamily protein YdjP","1","1","1","1","2011","11","16","","833","833","833","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3727"
"group_8895","","hypothetical protein","1","1","1","1","2012","11","15","","161","161","161","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3728"
"group_8896","","hypothetical protein","1","1","1","1","2013","11","14","","377","377","377","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3729"
"group_8897","","hypothetical protein","1","1","1","1","2014","11","13","","1316","1316","1316","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3730"
"group_8898","","hypothetical protein","1","1","1","1","2015","11","12","","578","578","578","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3731"
"group_8899","","hypothetical protein","1","1","1","1","2016","11","11","","548","548","548","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3732"
"group_8900","","hypothetical protein","1","1","1","1","2017","11","10","","2237","2237","2237","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3733"
"group_8901","","hypothetical protein","1","1","1","1","2018","11","9","","1466","1466","1466","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3734"
"group_8902","","hypothetical protein","1","1","1","1","2019","11","8","","587","587","587","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3735"
"group_8903","","hypothetical protein","1","1","1","1","2936","1089","2","","236","236","236","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3741"
"group_8904","aceF","Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex","1","1","1","1","2935","1089","3","","746","746","746","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3742"
"group_8905","","hypothetical protein","1","1","1","1","2934","1089","4","","722","722","722","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3743"
"sxy","","Protein Sxy","1","1","1","1","2933","1089","5","","356","356","356","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3744"
"group_8907","gcvA_8","Glycine cleavage system transcriptional activator","1","1","1","1","2932","1089","6","","899","899","899","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3745"
"group_8908","","hypothetical protein","1","1","1","1","2931","1089","7","","587","587","587","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3746"
"group_8909","","Gamma-butyrobetaine dioxygenase","1","1","1","1","2930","1089","8","","1133","1133","1133","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3747"
"group_8910","","hypothetical protein","1","1","1","1","2929","1089","1","","416","416","416","","","","","","9e3420b4b005a41cf6998e0a1df74e45_3748"
